Keyword Phrase,Search Volume,Search Volume Trend (%),Search Frequency Rank,Search Frequency Rank Trend (%),Top 3 ASINs Total Click Share,Top 3 ASINs Total Click Share Trend,Top 3 ASINs Total Conv. Share,Top 3 ASINs Total Conv. Share Trend,Top 1 ASIN,Top 1 ASIN Click Share,Top 1 ASIN Click Share Trend,Top 1 ASIN Conv. Share,Top 1 ASIN Conv. Share Trend,Top 2 ASIN,Top 2 ASIN Click Share,Top 2 ASIN Click Share Trend,Top 2 ASIN Conv. Share,Top 2 ASIN Conv. Share Trend,Top 3 ASIN,Top 3 ASIN Click Share,Top 3 ASIN Click Share Trend,Top 3 ASIN Conv. Share,Top 3 ASIN Conv. Share Trend,Competing Products,Top 3 Clicked ASINs Monthly Average Age,Top 3 ASINs Total Monthly Sales,Top 3 ASINs Total Monthly Revenue,Top 3 ASINs Total Review Count,Top 3 ASIN Total Average Rating
sweaters,36701,125.8,10355,57,7.5,-2.4,0.4,0.4,B0D4B7N9V4,2.8,-0.9,0,0,B0BJTZC333,2.4,-1,0.4,0.4,B07W595K3R,2.3,-0.5,0,0,20000,,13280,294646.15,9419,4.3
unisom,36701,21.6,8720,17,71.1,1.3,64.3,4.5,B01683HFGY,43.9,-3.7,39.3,-1.6,B07613ZLWT,17.6,1.7,16.4,3.7,B000GGJC7K,9.7,3.3,8.6,2.4,151,136,69926,860241.89,35428,4.6
women's skirts,36701,-5.2,9779,-19,4.4,-0.4,0.1,0.1,B0964J71QD,2.3,-0.2,0,0,B085H75XFV,1.1,-0.2,0.1,0.1,B0946L9J71,1,0,0,0,60000,,44126,339318.7,170247,4.3
arthur,36701,11.9,8720,24,34.9,-6.9,0,0,B0CVK7PD6W,13.5,-6.4,0,0,B00CV12A4U,13.1,1.4,0,0,B00C0XZNQ6,8.2,-1.8,0,0,8000,,,,,
glicinato de magnesio,36701,131,20357,34,27.2,-0.7,20.8,-0.1,B08XXHCGZT,12.9,-2.2,9.2,-0.5,B07P5K7DQP,7.6,0.9,5.4,1,B0B6CTYD6S,6.7,0.6,6.1,-0.7,1000,91,238113,4770610.3,51625,4.6
beats solo 4,36701,-39.8,9117,-34,68.2,-5.7,35.7,1.7,B0CZPLV566,48.6,-5.6,32.3,1.5,B0D27JH4M1,12.6,-0.4,2,0,B0D276VSJP,7,0.3,1.4,0.2,225,6,8082,1103300.87,3404,4.5
nattokinase,36701,54.4,11226,16,44.3,-4.5,39.3,-3.7,B0B6CQ9ZVJ,18.1,-2.4,15.7,-1.8,B000BD0RRM,17.9,-2,16.2,-0.5,B09LRLLGCZ,8.4,-0.1,7.3,-1.3,224,113,14990,190150.34,10349,4.6
the killer,36701,469.9,16319,76,84.9,5.6,72.6,4.4,B0B6D3QPPH,72.8,21,0,0,B08YVSQDL3,7,-15.2,72.6,4.4,B0B6D3R7JM,5.2,-0.3,0,0,100000,,16389,289788.95,8006,1.4
versace,36701,15.9,9376,4,26.5,2.6,19.1,-1,B00B4TR3KG,16.4,1.1,12.3,-0.5,B00KXBUN62,5.4,0.3,2.9,-2,B07K1FVM4S,4.7,1.3,3.9,1.6,2000,111,17398,1158100.45,51767,4.7
tineco,36701,-75.3,10943,-239,49.4,-7.9,25.1,8.6,B09QQ9T4XY,30.2,0.2,16.1,7.5,B09P2RKRWX,13.7,-7,5.3,-1.4,B08CDQ52TB,5.5,-1.2,3.7,2.4,1000,44,18117,4639270.93,41348,4.1
back brace for lower back pain women,36701,23.6,9091,26,47.6,-1.1,20.7,0.9,B071G33DC1,24.6,-2.8,8.8,-0.6,B07WZZFL9T,12.2,0.4,5.5,-1.9,B001OAXE0S,10.8,1.3,6.5,3.5,1000,,47105,1269383.65,91368,4.4
murder drones,36701,399.2,21054,62,20.7,-5.4,20.9,1.4,B0BZLJKH94,9.2,-0.8,11.2,5.3,B0D4HG9ML7,6.4,-3.6,5,-4.4,B0D61XHCGD,5.1,-1,4.7,0.5,240,9,793,16845.29,98,2.8
chicken shredder tool twist,36701,15.9,10075,9,53.2,-2.9,36.1,-3.4,B0CFXWMGY7,29.6,1.9,21.2,1.7,B0CJN8ZWL1,15.3,-3.3,9.5,-1.3,B0CJN9PG3Y,8.4,-1.5,5.3,-3.8,417,13,78734,1395417.77,10631,4.4
drizzilicious mini rice cakes,36701,37.1,9308,40,48.6,-10.9,26.4,-9.8,B0BTK5BQTB,20.2,-15.1,10.5,-8.5,B0CZBLNNTV,17.4,3.3,7.7,-1,B0BZ16C3SP,11,0.9,8.3,-0.3,152,16,12889,215017.18,2373,4.7
kindle paperwhite 2024,36701,-55.2,9082,-141,73,5.5,43.3,8.2,B09TMN58KL,45.6,21.4,30.2,21.1,B08B495319,14.4,-9.7,5.9,-12.9,B09SWW583J,13,-6.1,7.2,0,121,,,0,,
nba 2k25,36701,101,14371,46,85.3,9,84.8,7.7,B0D96QNZWH,61.5,10.5,67.7,11.4,B0D96RBDVX,19.9,4.5,13,-0.7,B0D96R4N9R,3.9,-6,4.1,-3.1,46,3,1981,134598.31,,
arnica,36699,14,9072,8,50,2.4,40.5,2.9,B00HCQEYCK,21.4,-0.1,18.5,0.2,B013JKW8Z2,17.8,1.7,14.4,2.5,B00I9GTE5Y,10.8,0.8,7.5,0.2,2000,123,69259,841998.01,71003,4.6
frying pan,36699,-32,9068,-13,25.5,5.5,22.2,12.2,B086PHS2V8,14.8,4.6,10.7,6.4,B001AS13E8,5.5,0.4,5.9,0.9,B073WFLD35,5.2,0.5,5.7,4.8,7000,86,51070,1054833.77,35711,4.5
neutrogena,36699,-48.4,8545,-48,24.3,5,14.6,0.9,B00NR1YQHM,14.1,6.7,7.5,3.6,B08936CZHQ,6,-0.9,1.7,-2.8,B00U2VQZDS,4.2,-0.8,5.4,0.1,1000,99,167034,1761079.52,205244,4.6
pre,36699,80.2,10614,61,74.9,-1.8,0,0,B00QGL0LI8,35.2,-3.2,0,0,B09KJ97KTN,26.6,4,0,0,B00D601960,13.1,-2.6,0,0,10000,,,,,
men cologne,36699,-54,8825,-56,21.7,-19.6,22.2,5.2,B000P22TIY,9.8,-21.8,14.1,14.1,B0159XXTN2,6.6,1,5.5,-6.1,B00B4TR3KG,5.3,1.2,2.7,-2.8,9000,166,70683,1565851.65,137035,4.4
evening primrose oil,36699,11.9,8903,8,52.5,0.7,45.1,2.5,B000GH0PFM,26.7,4.8,23.9,2,B00NH5AK2S,17.6,-3,13.5,2.2,B07FPBQ31W,8.2,-1.1,7.7,-1.8,256,135,20774,342002.89,38143,4.6
fabric scissors,36699,19.4,9022,14,45.2,-2.6,38.7,-0.8,B079L16LN6,28.8,4.2,25.9,5.5,B086RV7LQ2,10.1,-8,8,-6.8,B0CC4H4TMZ,6.3,1.1,4.8,0.5,2000,49,26635,329293.16,41116,4.7
rfid wallet for men,36699,37.1,10025,13,29.6,3.7,12.7,1.4,B091JH8P34,11.4,-0.1,3.6,-0.4,B09M3Z63QP,11.2,3.7,6.9,4.4,B079DCW7GB,7.1,0.1,2.2,-2.6,4000,,93838,1742854.67,128433,4.5
rug pad,36699,1.5,8770,4,35.8,-2.1,11.2,3.3,B07GV9XW42,16,-4.6,7.2,2.6,B07HXH6X3L,10.1,0,1.7,-0.6,B01C52YCU4,9.7,2.6,2.4,1.3,506,83,133333,3739147.57,125387,4.4
dog beds for small dogs,36699,11.8,9027,5,25.4,2.5,13.5,5.1,B08FT3BW15,12.1,1.8,6.7,2.2,B08S3564FL,7,-0.1,4.7,2.3,B089QXMQXK,6.3,0.8,2.2,0.6,7000,51,49232,1616464.77,57127,4.6
ear cleaning kit,36699,15.9,8896,16,30.7,9.7,25.8,7.9,B08FJCM25B,11.5,2.8,13,2.2,B09KZ8TS7L,9.7,2.6,8.2,3.6,B0D2P99PQQ,9.4,4.3,4.6,2.1,1000,30,26286,464476.36,23749,4.4
heavy whipping cream,36699,1.4,8739,15,58.8,0.7,54.9,0.6,B07DGSZNS7,21.5,-0.6,19.3,0.7,B07DGVCKY6,20.7,-0.7,16.9,-2.6,B000O6EG5K,16.6,2,18.6,2.5,94,88,277,1249.81,34933,4.8
portable bottle warmer,36699,0.9,9204,-3,38.2,-0.7,30.8,-0.7,B0CZWTM3R2,13,-4.6,13.3,-1.6,B0D12CM18X,13,1.5,9.3,2.2,B0BQM75XWL,12.2,2.3,8.2,-1.4,426,11,12633,876720.46,4589,4.1
care bears,36699,37.1,9501,19,23.6,1,17.8,2.4,B084JCXB87,9.8,0.5,7.1,0.5,B0CBNFK1XR,8.9,0.7,6.7,2.1,B0CQPN43N6,4.9,-0.2,4.1,-0.1,5000,21,12732,205875.46,27704,4.8
android phone,36699,1.5,9081,-3,24.4,1.7,25.4,3.4,B0BQ118F2T,10.9,0.7,10.9,0.5,B0CHH6X6H2,8,1.7,8.8,3.5,B0CSB22F9C,5.6,-0.6,5.6,-0.6,4000,14,,,2148,4
air freshener spray,36699,20.2,8641,19,33.5,4.3,31.7,2.8,B01N98TMTX,17.3,3.7,17.1,3.4,B0CNJVRFMX,9,1,7.2,-1,B01MYQY0WO,7.1,-0.4,7.4,0.4,3000,68,73500,469767.28,27117,4.7
kitten heels for women,36699,1.4,9303,2,5.2,-1.5,0.2,-0.1,B0CYCNKQ59,2.2,-0.8,0.1,0,B0CQYK4ZBM,1.7,-0.3,0,-0.2,B0CYCLWMT4,1.4,-0.5,0.2,0.1,6000,,6640,337015.43,412,3.8
home security cameras,36699,-38,8845,-51,23.7,-5.2,17.9,6.1,B0C23NMLHG,13.5,1.1,12.5,12,B0CWL73D9N,6,-4.1,4.8,1.8,B0CNRDG796,4.2,-2.2,0.6,-7.7,10000,10,,,41975,4.5
pull ups,36699,23.6,9209,14,26.4,4.5,12.2,0.7,B078W9SH24,12,3,6,1.1,B078WBDSBF,8.8,1.6,4.1,0.8,B0BMFC3RKY,5.6,-0.2,2.2,-1.2,3000,60,103310,4688292.19,20441,4.7
nobody,36699,-14.2,10768,-7,88.9,-0.9,0,0,B0B6JHVRKZ,79.4,-2.3,0,0,B09238VQ81,7.9,0.8,0,0,B092811RJH,1.7,0.6,0,0,4000,,,,,
halloween party decorations,36699,238.5,13142,65,16.1,-3.7,2.7,-5.1,B0CB4B4X1R,7.4,-1.3,1.1,-0.1,B097BTSC5Z,5.2,-1.6,0.5,-2.6,B0C89Q21G5,3.6,-0.8,1.1,-2.4,100000,24,3022,73642.23,857,2.9
columbia jacket women,36699,95.1,12209,45,14.5,3.7,3,-0.2,B003NX8CPQ,6.8,1.8,2,0.2,B0BLXPNPQV,4.1,1.2,0,0,B003NX8CKG,3.6,0.7,1,-0.4,2000,,24399,706056.31,139916,4.6
organic apples,36699,54.3,9958,32,42.1,3.7,39.1,2.8,B001GIP2A8,20.4,3.2,19.5,2.9,B07L4VN69V,11.1,-0.4,10.1,-0.7,B07Q2PYR5Q,10.6,0.9,9.6,0.7,10000,83,170,238.69,21670,4.6
rv toilet paper,36699,-28.4,8686,-23,68.8,5,64.5,3.4,B0D4BWHDZR,42.8,-0.6,44,-1,B08M2LCMQF,13,2.5,9.6,0.8,B077VV4YRL,13,3.1,10.9,3.5,586,53,39306,934479.18,18418,4.7
seven days in utopia,36699,681.8,39399,69,97.7,3.3,56.5,-8.7,B07ZDGB7M9,93.7,6.2,0,0,B07ZDG7N2D,3.3,-0.9,0,0,0310335493,0.8,-2,56.5,-8.7,89,,58,635.09,671,1.5
dog flea and tick treatment,36699,-10.3,8537,-10,25.8,-5.7,16.4,-1.4,B07NXTSRCX,11.8,-2.4,7.3,-0.2,B0002J1FOE,8.8,-2.2,6.2,-1.4,B00WWP1U7I,5.1,-1.1,2.9,0.1,380,128,158626,4134528.69,109458,4.2
the dark knight,36699,60.7,10162,38,79.6,-0.8,0,0,B00BUBL17E,40.4,0.5,0,0,B0BR1P5KD7,22.8,-1.2,0,0,B00BR6PKGK,16.4,-0.1,0,0,3000,,,,,
formal dress,36699,37.1,9336,22,4.2,0.8,0.4,0.2,B0BBCKVQG8,1.6,0.1,0.4,0.4,B0CN65RTCF,1.4,0.3,0,0,B0BBCJW78N,1.3,0.4,0,-0.2,50000,,21275,1041682.2,4158,4
potting soil indoor plants,36699,23.7,8971,23,39.1,-3.9,29.1,-2.5,B0828SMZNS,16.3,-5.1,9.3,-3.1,B0BV2Y8HMW,14.4,-0.8,14.5,-0.3,B08GYFDWHF,8.4,1.9,5.3,0.9,1000,,63398,751332.58,53382,4.5
kevin costner movies,36699,71.7,12212,37,59.5,4.4,0,0,B0D237G9QK,47.9,8,0,0,B00C2C2HHS,7.7,-2.9,0,0,B09NF7LTB8,3.9,-0.7,0,0,1000,,,,,
shut the box game,36699,54.5,11684,32,43.4,3,32.6,3.4,B08C1KG66H,29.1,6.4,21.7,5.4,B08T97FCY7,8.4,-1.8,7.5,0,B07Q8KTHW7,5.9,-1.6,3.4,-2,317,55,4477,81986.14,3691,4.6
curious george,36699,19.5,9104,19,28.2,0.7,0,0,B00EJT3T7E,10,-7.3,0,0,B00D5E2P6K,9.3,3.9,0,0,B00CTEDYA8,8.8,4.1,0,0,1000,,,,,
full metal jacket,36699,5,10292,30,93.1,6.9,0,0,B00CSLEO3I,84.8,11.9,0,0,B001AMNL2Q,7.3,-1.9,0,0,B0091X2K0A,1,-3.1,0,0,217,,,,,
arabian perfume for women,36699,11.9,9053,3,36.2,1.1,27,-2.3,B09C8VNWBP,24.2,0.4,17.2,-4.6,B07NJJZK3W,7,0.2,5.5,0.4,B07FK6WW8G,5,0.6,4.3,1.8,2000,64,29015,667400.61,55810,4.3
elsa costume for girls,36699,259.7,12678,70,20.3,1.5,6,1.6,B0BRZW7TMC,9.6,0.1,2.4,0.7,B0CCR68JJN,5.6,0.4,2.5,0.7,B07KYG1QK3,5.1,0.9,1.1,0.2,2000,,6831,178840.67,2059,4.6
ugg blanket,36699,186.8,18518,45,40.7,-0.7,18.1,5.2,B08KTQVGDN,18.8,-3.4,9.3,3.6,B07WSGFX41,12,0.1,2.7,-1.9,B09LPB21TQ,9.8,2.6,6.2,3.4,376,44,4511,329494.28,1375,4.7
distilled water 1 gallon,36699,14,8868,15,52.6,-2.2,36.6,-2,B07VD4KN28,22.1,-0.4,22.6,-0.9,B0BSFSFRVX,15.5,-1.1,7.8,-0.2,B0BFK1C5LB,15.1,-0.7,6.1,-0.9,279,35,866,260.36,11557,4.6
ddr5 ram,36699,-27,9168,-17,44.7,8.3,37.9,8,B0BXHC74WD,26.9,6.9,26.5,8.2,B0CTHXMYL8,10.2,1.8,5.9,-1.3,B09QS2K59B,7.7,-0.5,5.5,1.1,1000,20,,,1601,4.7
donnie darko,36699,92.7,11044,50,73.9,4.4,0,0,B0CHK7VLFR,51.3,10.5,0,0,B0B6V48CW7,11.5,-8.5,0,0,B0CHZBL14P,11.1,2.5,0,0,271,,,,,
bill maher,36699,57,19986,-20,48.2,14.2,0,0,B0DB75Q412,17.6,4.8,0,0,B0CVTMLC6Y,16.9,6,0,0,B0B6NSQ93S,13.6,3.5,0,0,341,,,,,
dog costume,36699,237.7,13457,68,13.1,-2.4,6.9,-1.9,B09LT239CP,4.6,-3.3,3.7,-0.2,B01E0DXBLM,4.3,0.4,1.3,-3.5,B071DS7HPB,4.2,0.5,1.9,1.9,9000,76,2350,29157.26,12045,4.3
camisas para hombres,36699,5,8650,5,5.9,-0.4,0.3,0.3,B0BZDLXKTS,2.2,-0.4,0,0,B0BV241H3F,2.1,-0.2,0,0,B0787P86ZZ,1.7,0.3,0.3,0.3,3000,,387091,5802784.87,595034,4.5
zevia,36699,12,9150,8,19.5,-6.1,8.8,-3.5,B0CS7SLFJ5,7.5,-5.3,3.5,-1.7,B0BZ8Y5RPS,7.5,-1.4,3.5,-1,B0D38DMM91,4.5,0.6,1.9,-0.8,375,11,38644,1009648.95,86319,2.8
organic bananas,36699,34.9,9156,30,87.4,0.6,79.9,-0.8,B0787Y4V6T,66.2,-5.3,64.5,-5.1,B07ZLF9G83,14,3.9,10.6,2.8,B07ZLFKBFD,7.2,2,4.8,1.6,96,64,1099,1703.93,76938,4.6
demon house,36699,960.4,38027,74,98,1.6,0,0,B07B5VQYHX,91.8,1.8,0,0,B07B5Z2L2X,5.9,0.3,0,0,B0B7B9T8KG,0.3,-0.5,0,0,3000,,,,,
ssd 2tb,36699,-27,9411,-14,39.9,6.4,33.9,4.7,B09QV5KJHV,20.2,3.8,16.9,4.9,B0BHJJ9Y77,10.3,0,6.7,-5.4,B08QB93S6R,9.4,2.6,10.3,5.1,935,34,,,66141,4.8
air fryer toaster oven combo,36699,-48.4,9736,-61,37.3,7.3,34.2,10.7,B09HSWBTN4,15.7,3.5,15.1,8.3,B0CKLXZRMC,13.6,3.6,14.3,6.3,B09B7SB46R,8.1,0.3,4.9,-3.9,691,29,34674,3401995.97,13075,4.5
demon,36699,-32.1,15545,-35,65.4,9.9,0,0,B07B5VQYHX,27.8,3.5,0,0,B0CGMVFGJN,23.9,6.7,0,0,B0CJK2YKQY,13.6,-0.3,0,0,90000,,,,,
criminal,36699,190.8,16305,65,81.7,24.8,0,0,B09NF7LTB8,65.1,27.5,0,0,B0D8VXL327,13.2,0.5,0,0,B01GW4R2K8,3.4,-3.1,0,0,60000,,,,,
lanier,36699,34.8,30680,-5,87.1,-7.9,0,0,B0CWGW94C8,42.4,-36.9,0,0,B0CHN4YMQQ,40.7,32.7,0,0,B0BX33NSSJ,3.9,-3.6,0,0,272,,,,,
clarinet,36699,268.3,11880,71,42.2,-2.3,35.7,0.3,B09CN69WNX,26.9,-4,28.7,3.2,B07Z7G5BNB,7.7,0.8,3.8,1.1,B006WAVPR4,7.6,1,3.2,-4,267,73,2154,271210.39,2833,4.4
tubby todd,36699,-10.5,9195,-9,40.8,-2,23.8,-3.8,B0CSZ7Z7FT,14.8,-2.5,13.7,-5.3,B0CSZ98LBD,13.5,-3.4,5.2,-0.6,B0CSZ87JJ1,12.5,3.8,4.9,2.1,142,9,4080,294125.53,162,4.4
dog bowl,36697,1.5,8940,-6,23.8,3.1,19.8,3.1,B00LM96FNO,13.3,1.2,14.3,1.1,B003TLMJL0,5.5,0.8,3.3,1.2,B00L3O4JI6,4.9,1.2,2.2,0.8,5000,140,109976,583870.11,163984,4.6
liposomal vitamin c,36697,50.3,10029,19,39,2.5,36,2.2,B07K8QLGHN,15.7,2,15.6,2.4,B07DH1ZJZ9,11.9,-0.8,11.8,-1.2,B0BV8BM7LX,11.4,1.3,8.6,1,826,55,24913,496163.73,43363,4.7
patio lights,36697,-28.5,8811,-44,22.4,-0.4,17.5,-2.3,B0CNTDGP5N,8,-0.2,5.4,-1.1,B09NCTZHC3,7.4,-0.5,6.1,-1,B00RQHBZVS,7,0.3,6,-0.2,10000,53,34738,817674.39,86725,4.6
sports bras,36697,-39.8,8567,-33,8.6,2.9,1.6,0.9,B0BTB7SQ56,3.8,1.6,0.4,0.3,B09TB59DWY,2.7,0.9,0.7,0.3,B0B3D4K7CG,2.1,0.3,0.5,0.3,10000,,122005,3360584.23,72301,4.4
eye shadow,36697,1.5,9257,4,16.5,1.2,13.2,4.1,B00L5SMFJU,7.5,0.5,6,0.8,B006OZF0WS,4.7,-0.3,4.4,1.8,B00UKP1M2K,4.3,1,2.8,1.5,6000,131,18517,122451.21,61021,4.4
tens unit muscle stimulator,36697,-39.9,8698,-28,41,-0.9,36,-0.9,B00NCRE4GO,21.9,-3.7,21.3,-4.3,B06ZZ19MS3,10,1.7,7.6,1.5,B07D58V8LD,9.1,1.1,7.2,1.9,630,95,52002,1744467.56,169648,4.6
whey protein isolate,36697,11.9,8977,4,28.1,3.6,9.6,0.5,B099J2SWXV,14.2,1.8,4.6,0.3,B000QSNYGI,9.3,3.1,2.8,-0.8,B01HOPJAAE,4.6,-1.2,2.2,1.1,1000,118,242530,13045807.8,285785,4.5
mtg,36697,-54.7,9183,-71,28.8,6.9,20.5,9.8,B0CSVRLQR7,16.2,8.6,13.1,10,B0D6944N2R,8.6,1.2,3.4,-0.2,B0CTKVT384,4,-2.8,3.9,0,10000,7,11136,793043.61,214,2.7
kitchen sinks,36697,14,8922,5,7.1,1.3,4.4,1.5,B07ZF8W7FJ,2.7,0.5,1.6,1,B0CKTRD7YP,2.3,0.4,0.4,-0.7,B0032C5YGI,2,0.4,2.5,1.2,4000,85,1243,341805.28,4695,4.2
dulcolax,36697,59.6,9589,34,49.4,5.2,42,6.8,B0009STCGG,18.9,1.8,17,5.8,B000063XTO,18.6,2.4,15.7,0.3,B00007MII1,11.9,1,9.3,0.7,228,222,60166,892433.33,37813,4.6
pet camera,36697,-32.2,8869,-39,50.9,5.9,34.5,7.7,B08GHX9G5L,27.8,7.3,18.5,4.8,B09N6V1FHG,12.2,-1.8,5.6,3.4,B0829KDY9X,10.9,0.4,10.3,-0.5,1000,,58273,1293217.37,61343,2.9
centrum silver men 50 plus,36697,11.9,8799,9,73.3,1.4,66.9,1.8,B09KCD4D7F,41.9,-0.2,47,-1.2,B08FWCPBYX,24.7,4.4,15.9,4.7,B08FVZ3C19,6.7,-2.9,4,-1.6,200,45,37055,793440.13,57729,4.7
laundry sanitizer,36697,55.1,10561,24,68.8,-0.2,61.4,-6.7,B01N6BP63M,34.1,1.1,32.3,-0.5,B081KLKVV5,20.2,0.3,17.5,-2.3,B07XR3C87P,14.4,-1.6,11.5,-4,202,75,94795,1195341.26,108666,4.8
contigo coffee travel mug,36697,1.5,9315,10,37.8,-8.6,20.2,-8.5,B00JE352NO,14.6,-5,6.1,-5.2,B083T9CR47,14.1,-0.6,9.3,-0.5,B09RN9Z5CT,9.1,-3,4.8,-2.8,369,72,19809,258861.12,84527,4.6
osprey backpack,36697,-14.1,9605,-19,30.5,3.9,11.9,3.5,B08LP1WWPT,14.1,-1.3,3.7,-2.4,B09JXNCYLP,10.1,4.5,6.6,5.3,B09KQ31RKH,6.2,0.8,1.5,0.7,1000,,3268,334936.84,3033,4.6
felt furniture pads,36697,15.9,9115,13,38.8,0.7,32.1,0.7,B00V7UD93C,14.9,0.2,13.5,0.2,B01D93Z9ZA,12.1,0.1,7.9,-2.6,B0CC36QB4D,11.8,0.4,10.7,3.1,2000,82,31576,302022.28,94514,4.7
8bitdo,36697,-41.9,9378,-56,27.6,0.5,9.2,0.6,B0B9BGJVLL,12,1.5,4.9,2.3,B0CSPH1JYV,8.3,-0.5,3,1,B0CYSQWYZP,7.4,-0.5,1.3,-2.6,539,14,2151,137814.19,17067,4.6
antibacterial hand soap,36697,23.6,8805,22,38.4,2.2,32.2,2.7,B09HHBP46X,15.4,-1.1,11.8,0,B084MVGV66,13.5,2.9,11.6,2.7,B081FFRGZB,9.5,0.4,8.8,0,1000,48,61635,517221.68,33341,3.1
mens shampoo,36697,12,8894,11,27.8,1.7,25.9,4.4,B0CP6D683W,9.9,-1.9,9.1,-1.6,B0CMVM7BBF,9.5,1.6,9.1,2.4,B08Q427N3W,8.5,2,7.7,3.5,7000,22,15913,161656.52,1560,4.6
end tables living room set of 2,36697,19.4,9145,8,12.3,2.5,9.2,4.3,B09MLT39NK,5.2,0.8,3.2,0.4,B0B76M4C8N,4.3,1.6,3.3,1.8,B0C4Z29ZKZ,2.8,0.1,2.8,2.2,3000,26,4992,221157.54,3121,4.4
induction cooktop,36697,1.5,9550,-4,31.4,-2.8,28.4,-0.7,B0045QEPYM,12.4,-1.7,13.4,-0.5,B01FLR0ET8,11.9,0.3,8.5,0.9,B08YJ6ZPFJ,7.2,-1.4,6.5,-1.1,540,110,6028,519678.47,31234,4.4
bowling shoes,36697,47.5,9428,20,19.2,0.1,0,0,B0C8FCB8KN,7.9,-0.5,0,0,B0CMGZB3TC,6.1,0.1,0,0,B0C3TTMBHB,5.2,0.6,0,0,2000,,2438,0,6250,4.5
wings of fire,36697,32.4,9488,15,46.8,6,54.9,17.6,0545855721,30.6,6.8,41.4,8.6,1339001233,11.2,-0.9,4.6,0.7,1338598899,5.1,0.2,9,8.2,2000,,8953,204453.15,10045,1.5
westworld,36697,52.8,10750,32,63.7,6.6,0,0,B0B8S11CJK,30.2,2.8,0,0,B0B8QV2SJG,18.9,-1.2,0,0,B0B8TQV7GL,14.6,5.1,0,0,361,,,,,
tory burch,36697,-28.2,8915,-36,12.3,-0.3,7.8,1.5,B081HDMR24,5.6,0.5,6.9,6.9,B08LM7PR5W,3.7,-0.6,0,-3.1,B0855NS6T4,3.1,-0.2,0.9,-2.3,1000,,971,73636.29,521,3
40 inch smart tv,36697,-32,9333,-33,49.6,-6.4,45.5,0.2,B0CXG3HMX1,23.2,-16.7,24.7,-1.4,B0BCMND272,19.2,10.5,14.4,4.5,B09N719G17,7.2,-0.2,6.4,-2.9,375,,10950,1731150.11,8500,2.8
garden of life probiotics,36697,16.5,9063,7,63.4,1.6,59.9,0.6,B00Y8MP4G6,48,1.6,44.3,0.3,B00Y8MP5VA,8.5,0.7,8.6,0.4,B07CZFZTCW,6.9,-0.7,7.1,-0.2,275,101,121074,3937429.78,73248,4.6
waffle iron,36697,-10.1,9137,-7,34.5,0.7,29.8,1.1,B00006JKZN,16.3,2.4,19.2,3.4,B0BCPR4CBH,9.2,-1.6,2.7,-6.9,B004Y6AJP2,9,-0.1,8,4.6,1000,136,21120,540885.51,49633,4.3
blow up mattress,36697,-27.2,8617,-38,34.5,4.9,24.2,7.6,B0C8TF4VK8,13.9,-0.1,12,3.9,B0869D64HL,11.2,2.6,6.5,0.9,B07WXV7ZQ2,9.5,2.4,5.7,2.9,497,43,29336,1505543.03,92811,4.3
sesame street,36697,19.2,9058,13,31.4,5.9,0,0,B0B79ZBGMB,15.8,4.5,0,0,B0B8QSVFFH,8.8,-0.5,0,0,B0B6QQYMP2,6.9,1.9,0,0,5000,,,,,
pink balloons,36697,14.8,9153,15,25.4,7.8,22.8,8.1,B0CMZL1N52,15.2,7.9,15.7,7.6,B0B3D5QWB8,5.6,0.3,3.9,0.6,B0C7ZWJHFZ,4.6,-0.5,3.3,-0.2,10000,18,13421,103152.59,8444,4.5
muebles para la sala,36697,19.3,8906,17,14.8,0.1,16.9,2.8,B0D12R1V39,7.4,1.6,1.1,-2.6,B0CNGMCTSK,4.4,-0.9,4.5,-3,B0D5J1VYRM,3,-0.6,11.2,8.4,808,7,3201,952820.73,721,2.7
pizza dough,36697,11.9,8981,16,45.6,-1.2,42.8,1.3,B08Q8FVP2G,23.5,0,23.6,0.2,B08W2C1VDG,16.6,0.1,14.7,0.2,B000SKPEO4,5.5,-1.3,4.4,0.9,387,99,6,34.12,5508,4.5
renaissance costume men,36697,138.2,11675,52,12.6,1.1,2,0,B0CQX7MZ75,5.4,1,1.3,0.6,B0BCP5Q9VS,4.2,0.4,0.6,-0.1,B0CCJJ962C,3.1,-0.3,0.1,-0.4,4000,,13666,324421.14,2213,4.4
buffet cabinet,36697,-10.1,9117,-10,7.5,-1.2,1.5,-3.5,B0D2XFK3NM,3.5,-0.7,0.3,-3.6,B0CTZWY5H9,2.1,-0.4,0.3,-0.1,B0C1Y7P8JN,2,-0.1,0.9,0.3,5000,10,2529,350683.48,638,4.4
22 jump street,36697,681.8,10758,95,94.1,2.9,0,-33.3,B0BX9PQ92K,77.9,15.9,0,0,B0BX9QR8CR,9.2,-17.5,0,0,B00KVLQOBW,7.1,4.6,0,-33.3,215,,,,,
dance leotard for girls,36697,145.1,10660,58,19.7,8,4.3,1.7,B07ST9H4YX,11.8,5.6,2.8,1.3,B09Z2MJR3P,4.6,1.7,0.9,0.7,B01HXKWLWY,3.3,0.8,0.6,-0.3,3000,,25105,339078.54,10833,4.8
laneige lip balm,36697,-73.1,9219,-141,70.8,-9.9,46.4,-3.2,B07DY2QRF6,57.1,-10.6,36.7,-5.7,B07XXPHQZK,9,-0.2,7.1,1.6,B09HN81KVR,4.7,0.9,2.6,0.9,425,54,4496,99761.81,113947,4.7
